자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-08382,2017-09-01 00:45:54,02116,에이스에이존빌딩,8,2017-09-01 01:04:20,02143,서울산업정보학교,10,19,1120.00,1996,M,내국인,ST-717,ST-886,LCD자전거
SPB-07538,2017-09-01 00:41:45,99998,상암센터,9,2017-09-01 01:04:34,00170,DMC파크뷰자이아파트 302동 앞,9,23,1220.00,1988,M,내국인,ST-34,ST-227,LCD자전거
SPB-02363,2017-09-01 00:43:05,01334,석관동주민센터 앞,1,2017-09-01 01:04:39,00622,전농사거리 교통섬,4,21,5200.00,1987,M,내국인,ST-580,ST-390,LCD자전거
SPB-06654,2017-09-01 00:52:35,00235,신길동 우리은행 옆,7,2017-09-01 01:04:48,02015,신대방삼거리역 6번출구쪽,5,11,2520.00,2000,M,내국인,ST-284,ST-728,LCD자전거
SPB-10948,2017-09-01 00:38:34,00520,상왕십리역 4번 출구 앞,5,2017-09-01 01:04:49,00635,시조사 앞,9,23,2040.00,1990,M,내국인,ST-236,ST-402,LCD자전거
SPB-04197,2017-09-01 00:41:33,00540,군자역 7번출구 베스트샵 앞,1,2017-09-01 01:04:45,00581,용답초등학교,1,23,2810.00,1980,M,내국인,ST-253,ST-374,LCD자전거
SPB-05959,2017-09-01 00:54:49,00505,자양사거리 광진아크로텔 앞,5,2017-09-01 01:04:51,00543,구의공원(테크노마트 앞),17,9,1300.00,1996,M,내국인,ST-102,ST-255,LCD자전거
SPB-03954,2017-09-01 00:51:41,00602,장안동 사거리,5,2017-09-01 01:04:52,00526,용답토속공원 앞,2,12,2330.00,1995,F,내국인,ST-262,ST-242,LCD자전거
SPB-07686,2017-09-01 00:35:41,01244,문정 법조단지8,4,2017-09-01 01:05:09,01210,롯데월드타워(잠실역2번출구 쪽),22,27,1940.00,1979,M,내국인,ST-904,ST-891,LCD자전거
SPB-00055,2017-09-01 00:10:55,01201,가락시장역 3번 출구,2,2017-09-01 01:05:01,01212,송파역 2번 출구앞,1,53,1770.00,1968,M,내국인,ST-838,ST-839,LCD자전거
SPB-06683,2017-09-01 00:52:00,01109,공항시장역 4번출구,2,2017-09-01 01:05:10,01124,발산역 6번 출구 뒤,1,12,2980.00,1992,M,내국인,ST-511,ST-522,LCD자전거
SPB-04280,2017-09-01 00:29:24,00138,신촌동 제1공영주차장 앞,1,2017-09-01 01:05:04,00907,CJ 드림시티,2,35,6740.00,\N,\N,비회원,ST-40,ST-455,LCD자전거
SPB-05917,2017-09-01 00:40:50,00122,신성기사식당 앞,4,2017-09-01 01:05:15,00113,홍대입구역 2번출구 앞,25,24,3490.00,1989,M,내국인,ST-24,ST-18,LCD자전거
SPB-07255,2017-09-01 00:34:30,01821,홈플러스 시흥점 맞은편 다비치안경 앞,10,2017-09-01 01:05:21,02135,신림역 5번출구,5,30,7050.00,1989,M,내국인,ST-629,ST-708,LCD자전거
SPB-00980,2017-09-01 00:43:30,00820,청파동입구 교차로,8,2017-09-01 01:05:33,00816,신용산역 6번출구 앞,9,13,2430.00,1988,M,내국인,ST-439,ST-435,LCD자전거
SPB-00488,2017-09-01 00:59:37,01204,거여역 3번출구,6,2017-09-01 01:05:45,01207,마천중앙시장,10,5,1300.00,1970,M,내국인,ST-930,ST-738,LCD자전거
SPB-11397,2017-09-01 00:44:01,01914,대림역4번출구,8,2017-09-01 01:05:52,02016,신대방삼거리역 3번출구쪽,10,19,1460.00,1991,F,내국인,ST-918,ST-688,LCD자전거
SPB-07199,2017-09-01 00:54:39,00313,서울역 광장 파출소 옆,5,2017-09-01 01:06:03,00158,독립문 어린이 공원,1,11,2090.00,1998,F,내국인,ST-129,ST-215,LCD자전거
SPB-03231,2017-09-01 00:07:59,01333,석관초등학교 앞,5,2017-09-01 01:06:15,01333,석관초등학교 앞,13,57,5240.00,\N,\N,비회원,ST-579,ST-579,LCD자전거
SPB-02563,2017-09-01 01:03:27,00230,영등포구청역 7번출구,3,2017-09-01 01:06:16,00231,남부고용노동지청 남측,4,2,470.00,1991,M,내국인,ST-413,ST-280,LCD자전거
SPB-07581,2017-09-01 01:01:43,00504,신자초교입구교차로,1,2017-09-01 01:06:30,00546,잠실대교북단 교차로,5,4,590.00,1988,M,내국인,ST-101,ST-257,LCD자전거
SPB-06307,2017-09-01 00:48:17,02106,세이브마트,2,2017-09-01 01:06:38,00237,보라매 두산위브 건너편,5,18,3410.00,1994,M,내국인,ST-705,ST-286,LCD자전거
SPB-02645,2017-09-01 00:47:40,02116,에이스에이존빌딩,3,2017-09-01 01:06:39,02140,신림1교 교차로,11,18,3320.00,1997,F,내국인,ST-717,ST-724,LCD자전거
SPB-07752,2017-09-01 00:19:34,00229,양평1 보행육교 앞,17,2017-09-01 01:06:43,01827,독산보도육교 앞 자전거 보관소,9,43,5230.00,1988,F,내국인,ST-279,ST-660,LCD자전거
SPB-09142,2017-09-01 00:18:27,02113,관악동작견인차량보관소,2,2017-09-01 01:06:49,02107,도림천 신화교,25,45,1490.00,1966,M,내국인,ST-934,ST-713,LCD자전거
SPB-00698,2017-09-01 00:32:27,01119,염창동 한마음아파트 앞,5,2017-09-01 01:06:46,00106,합정역 7번출구 앞,2,33,6170.00,1992,F,내국인,ST-517,ST-8,LCD자전거
SPB-06686,2017-09-01 01:01:34,00341,혜화역 3번출구 뒤,9,2017-09-01 01:06:50,00343,힐스테이트창경궁 아파트 앞,11,4,990.00,1994,M,내국인,ST-157,ST-159,LCD자전거
SPB-11660,2017-09-01 01:02:39,00617,청솔우성아파트 앞,4,2017-09-01 01:06:53,00604,답십리초등학교 옆 공원,5,4,530.00,1999,M,내국인,ST-276,ST-264,LCD자전거
SPB-06535,2017-09-01 00:18:43,02027,중앙대학교 정문 1,4,2017-09-01 01:07:09,02027,중앙대학교 정문 1,4,47,4410.00,1995,M,내국인,ST-693,ST-693,LCD자전거
SPB-06409,2017-09-01 01:01:11,01520,수유중앙시장,3,2017-09-01 01:07:21,01525,미아동 복합청사,9,5,1680.00,1994,M,내국인,ST-650,ST-647,LCD자전거
SPB-07503,2017-09-01 01:00:39,02115,관악구시설관리공단,10,2017-09-01 01:07:22,02114,관악구 재활용센터,6,6,0.00,1970,M,내국인,ST-883,ST-716,LCD자전거
SPB-06736,2017-09-01 00:18:48,02027,중앙대학교 정문 1,6,2017-09-01 01:07:27,02027,중앙대학교 정문 1,3,48,4430.00,1994,M,내국인,ST-693,ST-693,LCD자전거
SPB-07573,2017-09-01 00:44:18,00633,청량리 기업은행 앞,5,2017-09-01 01:07:29,01303,돈암초교 입구,1,23,0.00,1994,M,내국인,ST-400,ST-931,LCD자전거
SPB-00917,2017-09-01 00:43:41,00347,동대문역사문화공원역 9번출구 앞,16,2017-09-01 01:07:39,00529,장한평역 8번 출구 앞,3,23,6680.00,1982,M,내국인,ST-163,ST-243,LCD자전거
SPB-11117,2017-09-01 00:54:56,00914,새절역 2번출구,20,2017-09-01 01:07:46,00176,명지대학교 도서관,5,12,560.00,1992,F,내국인,ST-462,ST-555,LCD자전거
SPB-05432,2017-09-01 00:32:18,00272,당산육갑문,2,2017-09-01 01:07:47,00185,마포 신수공원 앞,3,35,7240.00,1976,M,내국인,ST-426,ST-343,LCD자전거
SPB-01308,2017-09-01 00:06:33,00143,공덕역 2번출구,9,2017-09-01 01:07:52,00122,신성기사식당 앞,9,60,8030.00,1987,M,내국인,ST-201,ST-24,LCD자전거
SPB-02136,2017-09-01 00:34:25,00211,여의도역 4번출구 옆,4,2017-09-01 01:07:52,00267,삼성화재 사옥 옆,8,33,320.00,1989,M,내국인,ST-57,ST-421,LCD자전거
SPB-00080,2017-09-01 01:03:47,00213,KT앞,1,2017-09-01 01:07:52,00211,여의도역 4번출구 옆,3,3,730.00,1980,M,내국인,ST-59,ST-57,LCD자전거
SPB-12317,2017-09-01 00:49:42,00800,목월공원 앞,9,2017-09-01 01:08:12,00807,서울역 12번 출구 앞,4,16,1740.00,1972,F,내국인,ST-322,ST-328,LCD자전거
SPB-02526,2017-09-01 00:50:39,00330,청계천 한빛광장,3,2017-09-01 01:08:12,00342,대학로 마로니에공원,5,17,3190.00,1986,M,내국인,ST-146,ST-158,LCD자전거
SPB-03224,2017-09-01 00:56:46,00101,(구)합정동 주민센터,5,2017-09-01 01:08:13,00113,홍대입구역 2번출구 앞,6,11,0.00,1994,M,내국인,ST-3,ST-18,LCD자전거
SPB-00408,2017-09-01 00:50:30,02337,대모산입구역 2번출구 앞,6,2017-09-01 01:08:13,02321,학여울역 사거리,1,17,1500.00,1994,F,내국인,ST-782,ST-804,LCD자전거
SPB-07341,2017-09-01 00:50:27,00161,무악재역1번 출구,4,2017-09-01 01:08:16,00176,명지대학교 도서관,6,17,2500.00,1988,M,내국인,ST-218,ST-555,LCD자전거
SPB-11195,2017-09-01 00:57:06,00324,신세계백화점 본점 앞,2,2017-09-01 01:08:31,00173,서대문역 8번출구 앞,5,10,1220.00,1988,M,내국인,ST-140,ST-230,LCD자전거
SPB-01787,2017-09-01 00:37:23,01946,구로역 광장,1,2017-09-01 01:08:42,00230,영등포구청역 7번출구,3,30,4840.00,1977,M,내국인,ST-873,ST-413,LCD자전거
SPB-06546,2017-09-01 00:56:54,00195,모래내고가차도,3,2017-09-01 01:08:45,00184,망원우체국사거리 인근,1,11,1950.00,1946,M,내국인,ST-351,ST-342,LCD자전거
SPB-02168,2017-09-01 00:45:38,02327,뱅뱅사거리 랜드마크타워 앞,1,2017-09-01 01:08:47,02247,섬들근린공원,9,22,4540.00,1978,M,내국인,ST-810,ST-771,LCD자전거
SPB-11088,2017-09-01 00:27:14,00303,광화문역 1번출구 앞,3,2017-09-01 01:08:53,00167,연가초등학교 옆,14,42,3550.00,1995,F,내국인,ST-119,ST-224,LCD자전거
SPB-06804,2017-09-01 00:50:50,01201,가락시장역 3번 출구,10,2017-09-01 01:08:58,01233,잠실3거리(갤러리아팰리스),3,17,3770.00,1966,M,내국인,ST-838,ST-551,LCD자전거
SPB-10836,2017-09-01 00:57:44,01912,한신휴아파트 앞,3,2017-09-01 01:09:11,01814,두산위브아파트 옆 상가건물 앞,2,10,1360.00,1986,M,내국인,ST-669,ST-625,LCD자전거
SPB-00136,2017-09-01 00:47:09,01122,황금내근린공원,6,2017-09-01 01:09:18,01136,등촌2파출소,9,21,2570.00,\N,\N,비회원,ST-520,ST-531,LCD자전거
SPB-04486,2017-09-01 01:00:42,00344,성균관대 E하우스 앞,2,2017-09-01 01:09:25,00388,동성중학교 앞,3,8,1640.00,1998,M,내국인,ST-160,ST-444,LCD자전거
SPB-00428,2017-09-01 01:02:20,00446,상명대입구,3,2017-09-01 01:09:29,00123,문화촌 공원,4,6,1660.00,1981,F,내국인,ST-938,ST-25,LCD자전거
SPB-06815,2017-09-01 00:57:28,01636,상계주공2단지 버스정류장 옆,10,2017-09-01 01:09:31,01623,노원 구민회관,3,11,1320.00,1995,M,내국인,ST-610,ST-607,LCD자전거
SPB-04829,2017-09-01 00:56:14,00525,한양대병원사거리,6,2017-09-01 01:09:38,00525,한양대병원사거리,17,13,780.00,1996,F,내국인,ST-241,ST-241,LCD자전거
SPB-03116,2017-09-01 00:23:08,00372,약수역 3번출구 뒤,10,2017-09-01 01:09:40,00522,금호역 1번출구 앞,3,46,900.00,1987,F,내국인,ST-187,ST-238,LCD자전거
SPB-04489,2017-09-01 00:50:16,01122,황금내근린공원,6,2017-09-01 01:09:41,01136,등촌2파출소,10,19,2590.00,1968,F,내국인,ST-520,ST-531,LCD자전거
SPB-02869,2017-09-01 00:36:31,01616,하계2동 공항버스정류장 옆,3,2017-09-01 01:09:44,01412,면목초등학교,7,32,8420.00,1982,M,내국인,ST-605,ST-575,LCD자전거
SPB-05550,2017-09-01 01:00:00,00525,한양대병원사거리,11,2017-09-01 01:09:51,00525,한양대병원사거리,18,9,660.00,1968,F,내국인,ST-241,ST-241,LCD자전거
SPB-06373,2017-09-01 00:56:16,01403,중화빌딩 앞 (동부시장),12,2017-09-01 01:09:52,00634,외국어대 정문 앞,1,13,1940.00,1993,M,내국인,ST-566,ST-401,LCD자전거
SPB-03302,2017-09-01 01:04:32,00268,그랜드컨벤션센터 앞,\N,2017-09-01 01:09:55,00228,선유도역 3번출구 앞,2,5,730.00,1987,M,내국인,ST-422,ST-278,LCD자전거
SPB-03261,2017-09-01 01:05:54,00614,용두동 사거리,1,2017-09-01 01:09:55,00530,청계벽산아파트 앞,4,3,1010.00,1989,M,내국인,ST-273,ST-244,LCD자전거
SPB-03474,2017-09-01 01:05:42,00502,자양(뚝섬한강공원)역 1번출구 앞,15,2017-09-01 01:10:03,00548,자양나들목,10,4,780.00,1988,M,내국인,ST-99,ST-258,LCD자전거
SPB-04763,2017-09-01 00:52:47,00113,홍대입구역 2번출구 앞,8,2017-09-01 01:10:06,00175,홍연2교옆,19,16,3440.00,1977,F,내국인,ST-18,ST-231,LCD자전거
SPB-03529,2017-09-01 01:05:41,00502,자양(뚝섬한강공원)역 1번출구 앞,9,2017-09-01 01:10:06,00548,자양나들목,7,4,770.00,1988,M,내국인,ST-99,ST-258,LCD자전거
SPB-01906,2017-09-01 00:57:39,01214,오금역 7번 출구 인근,3,2017-09-01 01:10:21,01227,거여역 8번출구 뒤,9,12,2010.00,1999,M,내국인,ST-740,ST-895,LCD자전거
SPB-02089,2017-09-01 01:02:43,00173,서대문역 8번출구 앞,3,2017-09-01 01:10:23,00158,독립문 어린이 공원,7,7,1090.00,1989,M,내국인,ST-230,ST-215,LCD자전거
SPB-09895,2017-09-01 00:49:36,01637,KT 전화국 버스정류장 옆,14,2017-09-01 01:10:24,01639,희성오피앙,8,20,2050.00,1994,M,내국인,ST-611,ST-612,LCD자전거
SPB-09395,2017-09-01 00:34:25,00348,독립문역 사거리,2,2017-09-01 01:10:28,00446,상명대입구,3,35,2440.00,1989,M,내국인,ST-183,ST-938,LCD자전거
SPB-07599,2017-09-01 00:51:28,00534,금호사거리,13,2017-09-01 01:10:41,00534,금호사거리,13,18,1170.00,1996,M,내국인,ST-246,ST-246,LCD자전거
SPB-10843,2017-09-01 01:05:52,00301,경복궁역 7번출구 앞,9,2017-09-01 01:10:47,00300,정동사거리,3,4,510.00,1991,M,내국인,ST-117,ST-116,LCD자전거
SPB-02286,2017-09-01 00:59:13,00813,삼각지역 3번출구,15,2017-09-01 01:10:48,00811,녹사평역1번출구,1,11,0.00,1973,M,내국인,ST-334,ST-332,LCD자전거
SPB-01062,2017-09-01 01:01:55,00106,합정역 7번출구 앞,6,2017-09-01 01:10:50,00112,극동방송국 앞,8,8,1130.00,1992,M,내국인,ST-8,ST-16,LCD자전거
SPB-03689,2017-09-01 01:02:58,00268,그랜드컨벤션센터 앞,\N,2017-09-01 01:10:55,00244,영등포삼환아파트 앞,18,7,910.00,1997,F,내국인,ST-422,ST-293,LCD자전거
SPB-11460,2017-09-01 00:53:31,02301,현대고등학교 건너편,4,2017-09-01 01:10:56,02262,한신16차아파트 119동 앞,1,15,1930.00,1997,F,내국인,ST-777,ST-776,LCD자전거
SPB-07061,2017-09-01 00:52:37,02116,에이스에이존빌딩,5,2017-09-01 01:10:56,02135,신림역 5번출구,2,17,2210.00,\N,\N,비회원,ST-717,ST-708,LCD자전거
SPB-11844,2017-09-01 01:00:04,00351,청운초교 앞 삼거리,2,2017-09-01 01:11:16,00301,경복궁역 7번출구 앞,14,10,330.00,1970,M,내국인,ST-167,ST-117,LCD자전거
SPB-06134,2017-09-01 00:45:52,99998,상암센터,3,2017-09-01 01:11:18,00143,공덕역 2번출구,3,25,3500.00,\N,M,비회원,ST-34,ST-201,LCD자전거
SPB-06357,2017-09-01 00:55:58,00151,망원1동주민센터,6,2017-09-01 01:11:18,00419,홈플러스 마포점 앞,20,13,2070.00,1987,M,내국인,ST-208,ST-87,LCD자전거
SPB-03266,2017-09-01 00:53:17,02116,에이스에이존빌딩,6,2017-09-01 01:11:18,02135,신림역 5번출구,5,17,2160.00,\N,\N,비회원,ST-717,ST-708,LCD자전거
SPB-00085,2017-09-01 00:35:27,01414,사가정역 2번출구,5,2017-09-01 01:11:21,01437,늘푸른공원 앞,10,35,3570.00,1989,M,내국인,ST-849,ST-595,LCD자전거
SPB-06136,2017-09-01 00:55:38,00907,CJ 드림시티,10,2017-09-01 01:11:24,00917,녹번역 3번출구,7,15,1890.00,1983,M,내국인,ST-455,ST-465,LCD자전거
SPB-06932,2017-09-01 00:36:13,01414,사가정역 2번출구,10,2017-09-01 01:11:30,01437,늘푸른공원 앞,1,34,3520.00,1994,F,내국인,ST-849,ST-595,LCD자전거
SPB-02696,2017-09-01 00:54:28,00559,왕십리역 4번 출구 건너편,6,2017-09-01 01:11:38,00533,금남시장 교차로,1,16,2610.00,1963,M,내국인,ST-360,ST-245,LCD자전거
SPB-11808,2017-09-01 01:04:09,00388,동성중학교 앞,1,2017-09-01 01:11:39,01305,성북구청,1,7,130.00,1994,M,내국인,ST-444,ST-947,LCD자전거
SPB-11454,2017-09-01 00:38:17,01414,사가정역 2번출구,6,2017-09-01 01:11:41,01437,늘푸른공원 앞,5,31,1580.00,\N,\N,비회원,ST-849,ST-595,LCD자전거
SPB-09260,2017-09-01 01:02:02,00518,청계천 박물관 앞,8,2017-09-01 01:11:42,00624,전농동 동아아파트 앞,3,9,260.00,1992,M,내국인,ST-234,ST-392,LCD자전거
SPB-07366,2017-09-01 00:54:18,00165,중앙근린공원,9,2017-09-01 01:11:52,00901,응암1동사무소,2,16,1920.00,1984,M,내국인,ST-222,ST-449,LCD자전거
SPB-12454,2017-09-01 01:04:59,00537,한양대후문역 부근,1,2017-09-01 01:11:53,00521,왕십리역 11번 출구 앞,11,6,320.00,1994,M,내국인,ST-249,ST-237,LCD자전거
SPB-01195,2017-09-01 00:45:10,99998,상암센터,5,2017-09-01 01:11:58,00143,공덕역 2번출구,1,26,3600.00,1997,M,내국인,ST-34,ST-201,LCD자전거
SPB-07444,2017-09-01 01:04:37,00537,한양대후문역 부근,3,2017-09-01 01:11:59,00521,왕십리역 11번 출구 앞,6,6,90.00,1995,F,내국인,ST-249,ST-237,LCD자전거
SPB-02510,2017-09-01 00:43:49,99998,상암센터,2,2017-09-01 01:12:00,00143,공덕역 2번출구,5,27,3520.00,\N,\N,비회원,ST-34,ST-201,LCD자전거
SPB-07240,2017-09-01 01:07:13,01210,롯데월드타워(잠실역2번출구 쪽),24,2017-09-01 01:12:11,01232,잠실주공 521동 건너편,2,4,640.00,1979,M,내국인,ST-891,ST-550,LCD자전거
SPB-12323,2017-09-01 00:58:09,00719,홍익병원앞 교차로,9,2017-09-01 01:12:11,01135,강서구의회,8,12,330.00,1976,M,내국인,ST-431,ST-530,LCD자전거
SPB-12395,2017-09-01 00:31:38,00253,신풍역 5번출구 인근,5,2017-09-01 01:12:17,02015,신대방삼거리역 6번출구쪽,1,40,1190.00,1987,M,내국인,ST-301,ST-728,LCD자전거
SPB-11435,2017-09-01 00:47:42,00906,연신내역 5번출구,4,2017-09-01 01:12:23,00914,새절역 2번출구,17,24,610.00,1994,M,내국인,ST-454,ST-462,LCD자전거
SPB-05608,2017-09-01 01:03:32,00213,KT앞,10,2017-09-01 01:12:34,00257,신길삼거리(우리은행),1,8,1370.00,1949,F,내국인,ST-59,ST-305,LCD자전거
SPB-06836,2017-09-01 00:39:48,00913,이마트 버스정류장(서부경찰서 방면),12,2017-09-01 01:12:40,00919,서울혁신파크,9,32,3190.00,1965,M,내국인,ST-461,ST-467,LCD자전거
SPB-05662,2017-09-01 01:03:13,00320,을지로입구역 4번출구 앞,6,2017-09-01 01:12:45,00335,종로3가역 15번출구 뒤,10,9,1710.00,1980,M,내국인,ST-136,ST-151,LCD자전거
SPB-05928,2017-09-01 00:36:35,00150,서강대역 2번출구 앞,1,2017-09-01 01:12:52,00242,신길선원가와인아파트 앞,14,35,6620.00,1965,M,내국인,ST-207,ST-291,LCD자전거
SPB-10724,2017-09-01 01:06:06,02012,대림사거리(동작상떼빌아파트),8,2017-09-01 01:13:00,00237,보라매 두산위브 건너편,2,6,820.00,1983,M,내국인,ST-727,ST-286,LCD자전거
SPB-07394,2017-09-01 00:23:54,00446,상명대입구,4,2017-09-01 01:13:09,00446,상명대입구,2,47,670.00,1991,M,내국인,ST-938,ST-938,LCD자전거
SPB-03041,2017-09-01 00:41:30,00162,봉원고가차도 밑,3,2017-09-01 01:13:11,00123,문화촌 공원,10,31,5180.00,1995,M,내국인,ST-219,ST-25,LCD자전거
SPB-05375,2017-09-01 01:07:20,00812,용산전쟁기념관,2,2017-09-01 01:13:16,00805,문배어린이공원 앞,9,5,920.00,1986,M,내국인,ST-333,ST-326,LCD자전거
SPB-05606,2017-09-01 01:06:08,01118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),7,2017-09-01 01:13:16,00700,KB국민은행 염창역 지점 앞,19,6,1820.00,1991,M,내국인,ST-516,ST-308,LCD자전거
SPB-01567,2017-09-01 00:54:54,01210,롯데월드타워(잠실역2번출구 쪽),14,2017-09-01 01:13:17,01221,삼전역 4번출구,3,18,1940.00,1986,M,내국인,ST-891,ST-933,LCD자전거
SPB-07247,2017-09-01 01:00:21,00136,대흥동 주민센터,2,2017-09-01 01:13:20,00143,공덕역 2번출구,6,12,2420.00,1993,M,내국인,ST-38,ST-201,LCD자전거
SPB-07898,2017-09-01 00:41:18,00634,외국어대 정문 앞,3,2017-09-01 01:13:23,00634,외국어대 정문 앞,3,31,1180.00,1996,M,내국인,ST-401,ST-401,LCD자전거
SPB-11834,2017-09-01 00:57:12,01210,롯데월드타워(잠실역2번출구 쪽),29,2017-09-01 01:13:27,01221,삼전역 4번출구,5,15,370.00,1987,F,내국인,ST-891,ST-933,LCD자전거
SPB-11434,2017-09-01 00:40:54,00634,외국어대 정문 앞,15,2017-09-01 01:13:29,00634,외국어대 정문 앞,7,31,1280.00,\N,\N,비회원,ST-401,ST-401,LCD자전거
SPB-07487,2017-09-01 01:00:05,00138,신촌동 제1공영주차장 앞,5,2017-09-01 01:13:30,00109,제일빌딩 앞,7,12,0.00,\N,\N,비회원,ST-40,ST-11,LCD자전거
SPB-03909,2017-09-01 00:35:41,00158,독립문 어린이 공원,2,2017-09-01 01:13:34,00201,진미파라곤 앞,12,37,7600.00,1959,M,내국인,ST-215,ST-46,LCD자전거
SPB-06788,2017-09-01 00:03:12,00925,불광역 2번출구,6,2017-09-01 01:13:38,00917,녹번역 3번출구,3,70,1910.00,1990,M,내국인,ST-473,ST-465,LCD자전거
SPB-03155,2017-09-01 01:04:40,02230,이수역 4번 출구,1,2017-09-01 01:13:48,02028,남성역 2번출구 뒷편,5,8,1210.00,1961,M,내국인,ST-760,ST-878,LCD자전거
SPB-06101,2017-09-01 01:04:12,00388,동성중학교 앞,3,2017-09-01 01:13:51,01303,돈암초교 입구,8,9,1690.00,1986,M,내국인,ST-444,ST-931,LCD자전거
SPB-06269,2017-09-01 00:28:05,02102,봉림교 교통섬,13,2017-09-01 01:14:09,02116,에이스에이존빌딩,4,45,3380.00,1993,M,내국인,ST-702,ST-717,LCD자전거
SPB-01664,2017-09-01 00:18:30,01431,중랑구청 사거리,8,2017-09-01 01:14:08,01318,길음역 3번출구 뒤,3,55,10920.00,1994,M,내국인,ST-856,ST-563,LCD자전거
SPB-00201,2017-09-01 00:57:05,00525,한양대병원사거리,10,2017-09-01 01:14:10,00514,성수사거리 버스정류장 앞,3,16,3410.00,1994,M,내국인,ST-241,ST-112,LCD자전거
SPB-02996,2017-09-01 01:06:35,00131,증산2교,2,2017-09-01 01:14:11,00167,연가초등학교 옆,15,7,790.00,1998,M,내국인,ST-33,ST-224,LCD자전거
SPB-04437,2017-09-01 00:56:25,00525,한양대병원사거리,8,2017-09-01 01:14:12,00514,성수사거리 버스정류장 앞,1,17,3480.00,1998,M,내국인,ST-241,ST-112,LCD자전거
SPB-02485,2017-09-01 01:08:22,00355,서울사대부설초등학교 앞,9,2017-09-01 01:14:13,00340,혜화동 로터리,4,5,1120.00,1994,M,내국인,ST-171,ST-156,LCD자전거
SPB-06150,2017-09-01 01:05:29,00635,시조사 앞,1,2017-09-01 01:14:14,00600,휘경2동 주민센터,7,8,1720.00,1993,M,내국인,ST-402,ST-260,LCD자전거
SPB-05215,2017-09-01 01:09:24,00508,성수아카데미타워 앞,1,2017-09-01 01:14:31,00512,뚝섬역 1번 출구 옆,4,4,1330.00,1971,F,내국인,ST-105,ST-109,LCD자전거
SPB-03429,2017-09-01 00:44:21,00123,문화촌 공원,10,2017-09-01 01:14:44,00184,망원우체국사거리 인근,9,28,7040.00,1965,M,내국인,ST-25,ST-342,LCD자전거
SPB-06566,2017-09-01 00:56:14,02028,남성역 2번출구 뒷편,5,2017-09-01 01:14:46,02265,이수고가차도 남단,6,18,2190.00,1986,M,내국인,ST-878,ST-949,LCD자전거
SPB-07587,2017-09-01 00:07:11,00143,공덕역 2번출구,1,2017-09-01 01:14:55,00143,공덕역 2번출구,4,65,1840.00,1998,M,내국인,ST-201,ST-201,LCD자전거
SPB-08038,2017-09-01 01:06:59,00228,선유도역 3번출구 앞,3,2017-09-01 01:15:08,00268,그랜드컨벤션센터 앞,\N,7,100.00,1962,M,내국인,ST-278,ST-422,LCD자전거
SPB-07173,2017-09-01 00:56:48,00104,합정역 1번출구 앞,5,2017-09-01 01:15:13,00154,마포구청역,8,18,2010.00,1966,M,내국인,ST-6,ST-211,LCD자전거
SPB-12164,2017-09-01 00:37:26,00348,독립문역 사거리,7,2017-09-01 01:15:16,00820,청파동입구 교차로,8,34,1260.00,1992,M,내국인,ST-183,ST-439,LCD자전거
SPB-08974,2017-09-01 01:07:36,00112,극동방송국 앞,8,2017-09-01 01:15:22,00106,합정역 7번출구 앞,4,0,0.00,1994,M,내국인,ST-16,ST-8,LCD자전거
SPB-11626,2017-09-01 00:46:02,01431,중랑구청 사거리,6,2017-09-01 01:15:24,01431,중랑구청 사거리,5,26,410.00,\N,\N,\N,ST-856,ST-856,LCD자전거
SPB-07255,2017-09-01 01:09:13,02135,신림역 5번출구,5,2017-09-01 01:15:34,02103,신림동 우방아파트,2,6,1200.00,1997,M,내국인,ST-708,ST-703,LCD자전거
SPB-01746,2017-09-01 00:55:39,01606,태릉입구역 3번출구,4,2017-09-01 01:15:40,01327,상월곡역 3번출구,6,19,0.00,1994,M,내국인,ST-602,ST-574,LCD자전거
SPB-04138,2017-09-01 01:10:18,00306,광화문역 7번출구 앞,2,2017-09-01 01:15:46,00370,시청역(2호선) 9번출구 뒤,8,5,1040.00,1980,M,내국인,ST-122,ST-185,LCD자전거
SPB-00092,2017-09-01 00:55:24,01504,삼양시장오거리,1,2017-09-01 01:15:51,01314,정릉꿈에그린1단지 201동 앞,1,20,4060.00,1994,F,내국인,ST-644,ST-559,LCD자전거
SPB-06825,2017-09-01 01:05:03,01414,사가정역 2번출구,5,2017-09-01 01:15:55,01403,중화빌딩 앞 (동부시장),12,10,2630.00,1968,M,내국인,ST-849,ST-566,LCD자전거
SPB-11196,2017-09-01 01:05:05,00195,모래내고가차도,7,2017-09-01 01:16:09,00154,마포구청역,7,9,1430.00,1981,M,내국인,ST-351,ST-211,LCD자전거
SPB-05924,2017-09-01 00:29:06,01708,도봉보건소사거리,1,2017-09-01 01:16:15,01708,도봉보건소사거리,6,46,9590.00,1995,F,내국인,ST-658,ST-658,LCD자전거
SPB-06797,2017-09-01 01:04:48,00228,선유도역 3번출구 앞,9,2017-09-01 01:16:18,00243,이앤씨드림타워 앞,15,11,1700.00,1983,M,내국인,ST-278,ST-292,LCD자전거
